,"filename","prompt","original_vid_fps","sampling_fps","pose_height_class","pose_height_value","translation","pose_misc","pose_metadata_filename","person_placeholder","action_placeholder","place_placeholder","experiment_comment"
270,"004_JumpingJacksFront_hrnet_stickfigure_5_large_no_NA.npy","A man performing jumping jacks in a park.",29.97,5,"large",464,"no","NA","004_JumpingJacksFront","A man","performing jumping jacks","in a park","pose_size"
271,"004_JumpingJacksFront_hrnet_stickfigure_5_large_no_NA.npy","A woman performing jumping jacks in a park.",29.97,5,"large",464,"no","NA","004_JumpingJacksFront","A woman","performing jumping jacks","in a park","pose_size"
272,"005_BendFacingFront_hrnet_stickfigure_5_small_no_NA.npy","A man picking something up with their left hand twice in a park.",15,5,"small",182,"no","NA","005_BendFacingFront","A man","picking something up with their left hand twice","in a park","pose_size"
273,"005_BendFacingFront_hrnet_stickfigure_5_small_no_NA.npy","A woman picking something up with their left hand twice in a park.",15,5,"small",182,"no","NA","005_BendFacingFront","A woman","picking something up with their left hand twice","in a park","pose_size"
274,"005_BendFacingFront_hrnet_stickfigure_5_large_no_NA.npy","A man picking something up with their left hand twice in a park.",15,5,"large",455,"no","NA","005_BendFacingFront","A man","picking something up with their left hand twice","in a park","pose_size"
275,"005_BendFacingFront_hrnet_stickfigure_5_large_no_NA.npy","A woman picking something up with their left hand twice in a park.",15,5,"large",455,"no","NA","005_BendFacingFront","A woman","picking something up with their left hand twice","in a park","pose_size"
276,"006_OnSpotDance_hrnet_stickfigure_5_small_no_NA.npy","A man dancing at the same spot in a park.",24,5,"small",211,"no","NA","006_OnSpotDance","A man","dancing at the same spot","in a park","pose_size"
277,"006_OnSpotDance_hrnet_stickfigure_5_small_no_NA.npy","A woman dancing at the same spot in a park.",24,5,"small",211,"no","NA","006_OnSpotDance","A woman","dancing at the same spot","in a park","pose_size"
278,"006_OnSpotDance_hrnet_stickfigure_5_large_no_NA.npy","A man dancing at the same spot in a park.",24,5,"large",472,"no","NA","006_OnSpotDance","A man","dancing at the same spot","in a park","pose_size"
279,"006_OnSpotDance_hrnet_stickfigure_5_large_no_NA.npy","A woman dancing at the same spot in a park.",24,5,"large",472,"no","NA","006_OnSpotDance","A woman","dancing at the same spot","in a park","pose_size"
280,"007_HighKnees_hrnet_stickfigure_5_small_no_NA.npy","A man exercises by lifting the left leg followed by the right leg in a park.",29.97,5,"small",184,"no","NA","007_HighKnees","A man","exercises by lifting the left leg followed by the right leg","in a park","pose_size"
281,"007_HighKnees_hrnet_stickfigure_5_small_no_NA.npy","A woman exercises by lifting the left leg followed by the right leg in a park.",29.97,5,"small",184,"no","NA","007_HighKnees","A woman","exercises by lifting the left leg followed by the right leg","in a park","pose_size"
282,"007_HighKnees_hrnet_stickfigure_5_large_no_NA.npy","A man exercises by lifting the left leg followed by the right leg in a park.",29.97,5,"large",456,"no","NA","007_HighKnees","A man","exercises by lifting the left leg followed by the right leg","in a park","pose_size"
283,"007_HighKnees_hrnet_stickfigure_5_large_no_NA.npy","A woman exercises by lifting the left leg followed by the right leg in a park.",29.97,5,"large",456,"no","NA","007_HighKnees","A woman","exercises by lifting the left leg followed by the right leg","in a park","pose_size"
284,"008_SumoSquat_hrnet_stickfigure_5_small_no_NA.npy","A man performing squats in a park.",29.976,5,"small",251,"no","NA","008_SumoSquat","A man","performing squats","in a park","pose_size"
285,"008_SumoSquat_hrnet_stickfigure_5_small_no_NA.npy","A woman performing squats in a park.",29.976,5,"small",251,"no","NA","008_SumoSquat","A woman","performing squats","in a park","pose_size"
286,"008_SumoSquat_hrnet_stickfigure_5_large_no_NA.npy","A man performing squats in a park.",29.976,5,"large",495,"no","NA","008_SumoSquat","A man","performing squats","in a park","pose_size"
287,"008_SumoSquat_hrnet_stickfigure_5_large_no_NA.npy","A woman performing squats in a park.",29.976,5,"large",495,"no","NA","008_SumoSquat","A woman","performing squats","in a park","pose_size"
288,"009_WalkL2RR2L_hrnet_stickfigure_5_small_no_NA.npy","A man walks out from left to right and comes back to the same spot in a park.",25,5,"small",269,"no","NA","009_WalkL2RR2L","A man","walks out from left to right and comes back to the same spot","in a park","pose_size"
289,"009_WalkL2RR2L_hrnet_stickfigure_5_small_no_NA.npy","A woman walks out from left to right and comes back to the same spot in a park.",25,5,"small",269,"no","NA","009_WalkL2RR2L","A woman","walks out from left to right and comes back to the same spot","in a park","pose_size"
290,"009_WalkL2RR2L_hrnet_stickfigure_5_large_no_NA.npy","A man walks out from left to right and comes back to the same spot in a park.",25,5,"large",505,"no","NA","009_WalkL2RR2L","A man","walks out from left to right and comes back to the same spot","in a park","pose_size"
291,"009_WalkL2RR2L_hrnet_stickfigure_5_large_no_NA.npy","A woman walks out from left to right and comes back to the same spot in a park.",25,5,"large",505,"no","NA","009_WalkL2RR2L","A woman","walks out from left to right and comes back to the same spot","in a park","pose_size"
292,"010_RotationDance_hrnet_stickfigure_5_small_no_NA.npy","A man spins around themselves while dancing in a park.",24,5,"small",177,"no","NA","010_RotationDance","A man","spins around themselves while dancing","in a park","pose_size"
293,"010_RotationDance_hrnet_stickfigure_5_small_no_NA.npy","A woman spins around themselves while dancing in a park.",24,5,"small",177,"no","NA","010_RotationDance","A woman","spins around themselves while dancing","in a park","pose_size"
294,"010_RotationDance_hrnet_stickfigure_5_large_no_NA.npy","A man spins around themselves while dancing in a park.",24,5,"large",452,"no","NA","010_RotationDance","A man","spins around themselves while dancing","in a park","pose_size"
295,"010_RotationDance_hrnet_stickfigure_5_large_no_NA.npy","A woman spins around themselves while dancing in a park.",24,5,"large",452,"no","NA","010_RotationDance","A woman","spins around themselves while dancing","in a park","pose_size"
296,"011_Cartwheel_hrnet_stickfigure_5_small_no_NA.npy","A man performing cartwheel from left to right in a park.",24,5,"small",233,"no","NA","011_Cartwheel","A man","performing cartwheel from left to right","in a park","pose_size"
297,"011_Cartwheel_hrnet_stickfigure_5_small_no_NA.npy","A woman performing cartwheel from left to right in a park.",24,5,"small",233,"no","NA","011_Cartwheel","A woman","performing cartwheel from left to right","in a park","pose_size"
298,"011_Cartwheel_hrnet_stickfigure_5_large_no_NA.npy","A man performing cartwheel from left to right in a park.",24,5,"large",484,"no","NA","011_Cartwheel","A man","performing cartwheel from left to right","in a park","pose_size"
299,"011_Cartwheel_hrnet_stickfigure_5_large_no_NA.npy","A woman performing cartwheel from left to right in a park.",24,5,"large",484,"no","NA","011_Cartwheel","A woman","performing cartwheel from left to right","in a park","pose_size"
300,"012_Moonwalk_hrnet_stickfigure_5_small_no_NA.npy","A man doing moonwalk from left to right in a park.",23.976,5,"small",196,"no","NA","012_Moonwalk","A man","doing moonwalk from left to right","in a park","pose_size"
301,"012_Moonwalk_hrnet_stickfigure_5_small_no_NA.npy","A woman doing moonwalk from left to right in a park.",23.976,5,"small",196,"no","NA","012_Moonwalk","A woman","doing moonwalk from left to right","in a park","pose_size"
302,"012_Moonwalk_hrnet_stickfigure_5_large_no_NA.npy","A man doing moonwalk from left to right in a park.",23.976,5,"large",463,"no","NA","012_Moonwalk","A man","doing moonwalk from left to right","in a park","pose_size"
303,"012_Moonwalk_hrnet_stickfigure_5_large_no_NA.npy","A woman doing moonwalk from left to right in a park.",23.976,5,"large",463,"no","NA","012_Moonwalk","A woman","doing moonwalk from left to right","in a park","pose_size"
304,"013_Taichi_hrnet_stickfigure_5_small_no_NA.npy","A man performing Taichi in a park.",29.97,5,"small",201,"no","NA","013_Taichi","A man","performing Taichi","in a park","pose_size"
305,"013_Taichi_hrnet_stickfigure_5_small_no_NA.npy","A woman performing Taichi in a park.",29.97,5,"small",201,"no","NA","013_Taichi","A woman","performing Taichi","in a park","pose_size"
306,"013_Taichi_hrnet_stickfigure_5_large_no_NA.npy","A man performing Taichi in a park.",29.97,5,"large",466,"no","NA","013_Taichi","A man","performing Taichi","in a park","pose_size"
307,"013_Taichi_hrnet_stickfigure_5_large_no_NA.npy","A woman performing Taichi in a park.",29.97,5,"large",466,"no","NA","013_Taichi","A woman","performing Taichi","in a park","pose_size"
308,"014_KneeTuckJumps_hrnet_stickfigure_5_small_no_NA.npy","A man performing knee tuck jumps in a park.",29.97,5,"small",259,"no","NA","014_KneeTuckJumps","A man","performing knee tuck jumps","in a park","pose_size"
309,"014_KneeTuckJumps_hrnet_stickfigure_5_small_no_NA.npy","A woman performing knee tuck jumps in a park.",29.97,5,"small",259,"no","NA","014_KneeTuckJumps","A woman","performing knee tuck jumps","in a park","pose_size"
310,"014_KneeTuckJumps_hrnet_stickfigure_5_large_no_NA.npy","A man performing knee tuck jumps in a park.",29.97,5,"large",499,"no","NA","014_KneeTuckJumps","A man","performing knee tuck jumps","in a park","pose_size"
311,"014_KneeTuckJumps_hrnet_stickfigure_5_large_no_NA.npy","A woman performing knee tuck jumps in a park.",29.97,5,"large",499,"no","NA","014_KneeTuckJumps","A woman","performing knee tuck jumps","in a park","pose_size"
312,"015_LateralJumps_hrnet_stickfigure_5_small_no_NA.npy","A man performing lateral jumps from left to right twice in a park.",29.97,5,"small",124,"no","NA","015_LateralJumps","A man","performing lateral jumps from left to right twice","in a park","pose_size"
313,"015_LateralJumps_hrnet_stickfigure_5_small_no_NA.npy","A woman performing lateral jumps from left to right twice in a park.",29.97,5,"small",124,"no","NA","015_LateralJumps","A woman","performing lateral jumps from left to right twice","in a park","pose_size"
314,"015_LateralJumps_hrnet_stickfigure_5_large_no_NA.npy","A man performing lateral jumps from left to right twice in a park.",29.97,5,"large",422,"no","NA","015_LateralJumps","A man","performing lateral jumps from left to right twice","in a park","pose_size"
315,"015_LateralJumps_hrnet_stickfigure_5_large_no_NA.npy","A woman performing lateral jumps from left to right twice in a park.",29.97,5,"large",422,"no","NA","015_LateralJumps","A woman","performing lateral jumps from left to right twice","in a park","pose_size"
316,"016_AlternatingLunge_hrnet_stickfigure_5_small_no_NA.npy","A man performing lunges while facing the camera in a park.",29.97,5,"small",128,"no","NA","016_AlternatingLunge","A man","performing lunges while facing the camera","in a park","pose_size"
317,"016_AlternatingLunge_hrnet_stickfigure_5_small_no_NA.npy","A woman performing lunges while facing the camera in a park.",29.97,5,"small",128,"no","NA","016_AlternatingLunge","A woman","performing lunges while facing the camera","in a park","pose_size"
318,"016_AlternatingLunge_hrnet_stickfigure_5_large_no_NA.npy","A man performing lunges while facing the camera in a park.",29.97,5,"large",424,"no","NA","016_AlternatingLunge","A man","performing lunges while facing the camera","in a park","pose_size"
319,"016_AlternatingLunge_hrnet_stickfigure_5_large_no_NA.npy","A woman performing lunges while facing the camera in a park.",29.97,5,"large",424,"no","NA","016_AlternatingLunge","A woman","performing lunges while facing the camera","in a park","pose_size"
320,"001_StandUpAndSit_hrnet_stickfigure_5_normal_no_NA.npy","A man, with black hair, wearing a navy blue suit with a white shirt gets up and sits back on a chair in a park.",15,5,"normal",350,"no","NA","001_StandUpAndSit","A man, with black hair, wearing a navy blue suit with a white shirt","gets up and sits back on a chair","in a park","prompt_verbosity"
321,"001_StandUpAndSit_hrnet_stickfigure_5_normal_no_NA.npy","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes gets up and sits back on a chair in a park.",15,5,"normal",350,"no","NA","001_StandUpAndSit","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes","gets up and sits back on a chair","in a park","prompt_verbosity"
322,"001_StandUpAndSit_hrnet_stickfigure_5_normal_no_NA.npy","A man gets up and sits back on a chair in a park surrounded by tall, lush green trees, and a paved path in the middle.",15,5,"normal",350,"no","NA","001_StandUpAndSit","A man","gets up and sits back on a chair","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
323,"001_StandUpAndSit_hrnet_stickfigure_5_normal_no_NA.npy","A woman gets up and sits back on a chair in a park surrounded by tall, lush green trees, and a paved path in the middle.",15,5,"normal",350,"no","NA","001_StandUpAndSit","A woman","gets up and sits back on a chair","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
324,"002_StandingJog_hrnet_stickfigure_5_normal_no_NA.npy","A man, with black hair, wearing a navy blue suit with a white shirt jogging in the same spot in a park.",15,5,"normal",365,"no","NA","002_StandingJog","A man, with black hair, wearing a navy blue suit with a white shirt","jogging in the same spot","in a park","prompt_verbosity"
325,"002_StandingJog_hrnet_stickfigure_5_normal_no_NA.npy","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes jogging in the same spot in a park.",15,5,"normal",365,"no","NA","002_StandingJog","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes","jogging in the same spot","in a park","prompt_verbosity"
326,"002_StandingJog_hrnet_stickfigure_5_normal_no_NA.npy","A man jogging in the same spot in a park surrounded by tall, lush green trees, and a paved path in the middle.",15,5,"normal",365,"no","NA","002_StandingJog","A man","jogging in the same spot","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
327,"002_StandingJog_hrnet_stickfigure_5_normal_no_NA.npy","A woman jogging in the same spot in a park surrounded by tall, lush green trees, and a paved path in the middle.",15,5,"normal",365,"no","NA","002_StandingJog","A woman","jogging in the same spot","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
328,"003_StandingWave_hrnet_stickfigure_5_normal_no_NA.npy","A man, with black hair, wearing a navy blue suit with a white shirt waving both hands in a park.",25,5,"normal",354,"no","NA","003_StandingWave","A man, with black hair, wearing a navy blue suit with a white shirt","waving both hands","in a park","prompt_verbosity"
329,"003_StandingWave_hrnet_stickfigure_5_normal_no_NA.npy","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes waving both hands in a park.",25,5,"normal",354,"no","NA","003_StandingWave","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes","waving both hands","in a park","prompt_verbosity"
330,"003_StandingWave_hrnet_stickfigure_5_normal_no_NA.npy","A man waving both hands in a park surrounded by tall, lush green trees, and a paved path in the middle.",25,5,"normal",354,"no","NA","003_StandingWave","A man","waving both hands","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
331,"003_StandingWave_hrnet_stickfigure_5_normal_no_NA.npy","A woman waving both hands in a park surrounded by tall, lush green trees, and a paved path in the middle.",25,5,"normal",354,"no","NA","003_StandingWave","A woman","waving both hands","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
332,"004_JumpingJacksFront_hrnet_stickfigure_5_normal_no_NA.npy","A man, with black hair, wearing a navy blue suit with a white shirt performing jumping jacks in a park.",29.97,5,"normal",349,"no","NA","004_JumpingJacksFront","A man, with black hair, wearing a navy blue suit with a white shirt","performing jumping jacks","in a park","prompt_verbosity"
333,"004_JumpingJacksFront_hrnet_stickfigure_5_normal_no_NA.npy","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes performing jumping jacks in a park.",29.97,5,"normal",349,"no","NA","004_JumpingJacksFront","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes","performing jumping jacks","in a park","prompt_verbosity"
334,"004_JumpingJacksFront_hrnet_stickfigure_5_normal_no_NA.npy","A man performing jumping jacks in a park surrounded by tall, lush green trees, and a paved path in the middle.",29.97,5,"normal",349,"no","NA","004_JumpingJacksFront","A man","performing jumping jacks","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
335,"004_JumpingJacksFront_hrnet_stickfigure_5_normal_no_NA.npy","A woman performing jumping jacks in a park surrounded by tall, lush green trees, and a paved path in the middle.",29.97,5,"normal",349,"no","NA","004_JumpingJacksFront","A woman","performing jumping jacks","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
336,"005_BendFacingFront_hrnet_stickfigure_5_normal_no_NA.npy","A man, with black hair, wearing a navy blue suit with a white shirt picking something up with their left hand twice in a park.",15,5,"normal",339,"no","NA","005_BendFacingFront","A man, with black hair, wearing a navy blue suit with a white shirt","picking something up with their left hand twice","in a park","prompt_verbosity"
337,"005_BendFacingFront_hrnet_stickfigure_5_normal_no_NA.npy","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes picking something up with their left hand twice in a park.",15,5,"normal",339,"no","NA","005_BendFacingFront","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes","picking something up with their left hand twice","in a park","prompt_verbosity"
338,"005_BendFacingFront_hrnet_stickfigure_5_normal_no_NA.npy","A man picking something up with their left hand twice in a park surrounded by tall, lush green trees, and a paved path in the middle.",15,5,"normal",339,"no","NA","005_BendFacingFront","A man","picking something up with their left hand twice","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
339,"005_BendFacingFront_hrnet_stickfigure_5_normal_no_NA.npy","A woman picking something up with their left hand twice in a park surrounded by tall, lush green trees, and a paved path in the middle.",15,5,"normal",339,"no","NA","005_BendFacingFront","A woman","picking something up with their left hand twice","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
340,"006_OnSpotDance_hrnet_stickfigure_5_normal_no_NA.npy","A man, with black hair, wearing a navy blue suit with a white shirt dancing at the same spot in a park.",24,5,"normal",358,"no","NA","006_OnSpotDance","A man, with black hair, wearing a navy blue suit with a white shirt","dancing at the same spot","in a park","prompt_verbosity"
341,"006_OnSpotDance_hrnet_stickfigure_5_normal_no_NA.npy","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes dancing at the same spot in a park.",24,5,"normal",358,"no","NA","006_OnSpotDance","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes","dancing at the same spot","in a park","prompt_verbosity"
342,"006_OnSpotDance_hrnet_stickfigure_5_normal_no_NA.npy","A man dancing at the same spot in a park surrounded by tall, lush green trees, and a paved path in the middle.",24,5,"normal",358,"no","NA","006_OnSpotDance","A man","dancing at the same spot","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
343,"006_OnSpotDance_hrnet_stickfigure_5_normal_no_NA.npy","A woman dancing at the same spot in a park surrounded by tall, lush green trees, and a paved path in the middle.",24,5,"normal",358,"no","NA","006_OnSpotDance","A woman","dancing at the same spot","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
344,"007_HighKnees_hrnet_stickfigure_5_normal_no_NA.npy","A man, with black hair, wearing a navy blue suit with a white shirt exercises by lifting the left leg followed by the right leg in a park.",29.97,5,"normal",340,"no","NA","007_HighKnees","A man, with black hair, wearing a navy blue suit with a white shirt","exercises by lifting the left leg followed by the right leg","in a park","prompt_verbosity"
345,"007_HighKnees_hrnet_stickfigure_5_normal_no_NA.npy","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes exercises by lifting the left leg followed by the right leg in a park.",29.97,5,"normal",340,"no","NA","007_HighKnees","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes","exercises by lifting the left leg followed by the right leg","in a park","prompt_verbosity"
346,"007_HighKnees_hrnet_stickfigure_5_normal_no_NA.npy","A man exercises by lifting the left leg followed by the right leg in a park surrounded by tall, lush green trees, and a paved path in the middle.",29.97,5,"normal",340,"no","NA","007_HighKnees","A man","exercises by lifting the left leg followed by the right leg","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
347,"007_HighKnees_hrnet_stickfigure_5_normal_no_NA.npy","A woman exercises by lifting the left leg followed by the right leg in a park surrounded by tall, lush green trees, and a paved path in the middle.",29.97,5,"normal",340,"no","NA","007_HighKnees","A woman","exercises by lifting the left leg followed by the right leg","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
348,"008_SumoSquat_hrnet_stickfigure_5_normal_no_NA.npy","A man, with black hair, wearing a navy blue suit with a white shirt performing squats in a park.",29.976,5,"normal",385,"no","NA","008_SumoSquat","A man, with black hair, wearing a navy blue suit with a white shirt","performing squats","in a park","prompt_verbosity"
349,"008_SumoSquat_hrnet_stickfigure_5_normal_no_NA.npy","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes performing squats in a park.",29.976,5,"normal",385,"no","NA","008_SumoSquat","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes","performing squats","in a park","prompt_verbosity"
350,"008_SumoSquat_hrnet_stickfigure_5_normal_no_NA.npy","A man performing squats in a park surrounded by tall, lush green trees, and a paved path in the middle.",29.976,5,"normal",385,"no","NA","008_SumoSquat","A man","performing squats","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
351,"008_SumoSquat_hrnet_stickfigure_5_normal_no_NA.npy","A woman performing squats in a park surrounded by tall, lush green trees, and a paved path in the middle.",29.976,5,"normal",385,"no","NA","008_SumoSquat","A woman","performing squats","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
352,"009_WalkL2RR2L_hrnet_stickfigure_5_normal_no_NA.npy","A man, with black hair, wearing a navy blue suit with a white shirt walks out from left to right and comes back to the same spot in a park.",25,5,"normal",396,"no","NA","009_WalkL2RR2L","A man, with black hair, wearing a navy blue suit with a white shirt","walks out from left to right and comes back to the same spot","in a park","prompt_verbosity"
353,"009_WalkL2RR2L_hrnet_stickfigure_5_normal_no_NA.npy","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes walks out from left to right and comes back to the same spot in a park.",25,5,"normal",396,"no","NA","009_WalkL2RR2L","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes","walks out from left to right and comes back to the same spot","in a park","prompt_verbosity"
354,"009_WalkL2RR2L_hrnet_stickfigure_5_normal_no_NA.npy","A man walks out from left to right and comes back to the same spot in a park surrounded by tall, lush green trees, and a paved path in the middle.",25,5,"normal",396,"no","NA","009_WalkL2RR2L","A man","walks out from left to right and comes back to the same spot","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
355,"009_WalkL2RR2L_hrnet_stickfigure_5_normal_no_NA.npy","A woman walks out from left to right and comes back to the same spot in a park surrounded by tall, lush green trees, and a paved path in the middle.",25,5,"normal",396,"no","NA","009_WalkL2RR2L","A woman","walks out from left to right and comes back to the same spot","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
356,"010_RotationDance_hrnet_stickfigure_5_normal_no_NA.npy","A man, with black hair, wearing a navy blue suit with a white shirt spins around themselves while dancing in a park.",24,5,"normal",336,"no","NA","010_RotationDance","A man, with black hair, wearing a navy blue suit with a white shirt","spins around themselves while dancing","in a park","prompt_verbosity"
357,"010_RotationDance_hrnet_stickfigure_5_normal_no_NA.npy","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes spins around themselves while dancing in a park.",24,5,"normal",336,"no","NA","010_RotationDance","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes","spins around themselves while dancing","in a park","prompt_verbosity"
358,"010_RotationDance_hrnet_stickfigure_5_normal_no_NA.npy","A man spins around themselves while dancing in a park surrounded by tall, lush green trees, and a paved path in the middle.",24,5,"normal",336,"no","NA","010_RotationDance","A man","spins around themselves while dancing","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
359,"010_RotationDance_hrnet_stickfigure_5_normal_no_NA.npy","A woman spins around themselves while dancing in a park surrounded by tall, lush green trees, and a paved path in the middle.",24,5,"normal",336,"no","NA","010_RotationDance","A woman","spins around themselves while dancing","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
360,"011_Cartwheel_hrnet_stickfigure_5_normal_no_NA.npy","A man, with black hair, wearing a navy blue suit with a white shirt performing cartwheel from left to right in a park.",24,5,"normal",372,"no","NA","011_Cartwheel","A man, with black hair, wearing a navy blue suit with a white shirt","performing cartwheel from left to right","in a park","prompt_verbosity"
361,"011_Cartwheel_hrnet_stickfigure_5_normal_no_NA.npy","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes performing cartwheel from left to right in a park.",24,5,"normal",372,"no","NA","011_Cartwheel","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes","performing cartwheel from left to right","in a park","prompt_verbosity"
362,"011_Cartwheel_hrnet_stickfigure_5_normal_no_NA.npy","A man performing cartwheel from left to right in a park surrounded by tall, lush green trees, and a paved path in the middle.",24,5,"normal",372,"no","NA","011_Cartwheel","A man","performing cartwheel from left to right","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
363,"011_Cartwheel_hrnet_stickfigure_5_normal_no_NA.npy","A woman performing cartwheel from left to right in a park surrounded by tall, lush green trees, and a paved path in the middle.",24,5,"normal",372,"no","NA","011_Cartwheel","A woman","performing cartwheel from left to right","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
364,"012_Moonwalk_hrnet_stickfigure_5_normal_no_NA.npy","A man, with black hair, wearing a navy blue suit with a white shirt doing moonwalk from left to right in a park.",23.976,5,"normal",348,"no","NA","012_Moonwalk","A man, with black hair, wearing a navy blue suit with a white shirt","doing moonwalk from left to right","in a park","prompt_verbosity"
365,"012_Moonwalk_hrnet_stickfigure_5_normal_no_NA.npy","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes doing moonwalk from left to right in a park.",23.976,5,"normal",348,"no","NA","012_Moonwalk","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes","doing moonwalk from left to right","in a park","prompt_verbosity"
366,"012_Moonwalk_hrnet_stickfigure_5_normal_no_NA.npy","A man doing moonwalk from left to right in a park surrounded by tall, lush green trees, and a paved path in the middle.",23.976,5,"normal",348,"no","NA","012_Moonwalk","A man","doing moonwalk from left to right","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
367,"012_Moonwalk_hrnet_stickfigure_5_normal_no_NA.npy","A woman doing moonwalk from left to right in a park surrounded by tall, lush green trees, and a paved path in the middle.",23.976,5,"normal",348,"no","NA","012_Moonwalk","A woman","doing moonwalk from left to right","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
368,"013_Taichi_hrnet_stickfigure_5_normal_no_NA.npy","A man, with black hair, wearing a navy blue suit with a white shirt performing Taichi in a park.",29.97,5,"normal",351,"no","NA","013_Taichi","A man, with black hair, wearing a navy blue suit with a white shirt","performing Taichi","in a park","prompt_verbosity"
369,"013_Taichi_hrnet_stickfigure_5_normal_no_NA.npy","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes performing Taichi in a park.",29.97,5,"normal",351,"no","NA","013_Taichi","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes","performing Taichi","in a park","prompt_verbosity"
370,"013_Taichi_hrnet_stickfigure_5_normal_no_NA.npy","A man performing Taichi in a park surrounded by tall, lush green trees, and a paved path in the middle.",29.97,5,"normal",351,"no","NA","013_Taichi","A man","performing Taichi","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
371,"013_Taichi_hrnet_stickfigure_5_normal_no_NA.npy","A woman performing Taichi in a park surrounded by tall, lush green trees, and a paved path in the middle.",29.97,5,"normal",351,"no","NA","013_Taichi","A woman","performing Taichi","in a park surrounded by tall, lush green trees, and a paved path in the middle","prompt_verbosity"
372,"014_KneeTuckJumps_hrnet_stickfigure_5_normal_no_NA.npy","A man, with black hair, wearing a navy blue suit with a white shirt performing knee tuck jumps in a park.",29.97,5,"normal",390,"no","NA","014_KneeTuckJumps","A man, with black hair, wearing a navy blue suit with a white shirt","performing knee tuck jumps","in a park","prompt_verbosity"
373,"014_KneeTuckJumps_hrnet_stickfigure_5_normal_no_NA.npy","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes performing knee tuck jumps in a park.",29.97,5,"normal",390,"no","NA","014_KneeTuckJumps","A woman, with brown hair, wearing a vibrant pink tracksuit, matching her pink running shoes","performing knee tuck jumps","in a park","prompt_verbosity"
